PGN,ECO,NAME,FEN
1. c4 Nf6 2. g3 c6 3. Nf3 d5 4. b3 Bf5,A12,R?i Opening: Anglo-Slav Variation; London Defensive System,rn1qkb1r/pp2pppp/2p2n2/3p1b2/2P5/1P3NP1/P2PPP1P/RNBQKB1R
1. Nf3 Nf6 2. c4 c6 3. b3 d5 4. Bb2 Bf5,A12,R?i Opening: Anglo-Slav Variation; New York System,rn1qkb1r/pp2pppp/2p2n2/3p1b2/2P5/1P3N2/PB1PPPPP/RN1QKB1R
1. c4 Nf6 2. g3 c6 3. Nf3 d5 4. b3 Bg4,A12,R?i Opening: Anglo-Slav Variation; Torre System,rn1qkb1r/pp2pppp/2p2n2/3p4/2P3b1/1P3NP1/P2PPP1P/RNBQKB1R
1. c4 e6,A13,English Opening: Agincourt Defense,rnbqkbnr/pppp1ppp/4p3/8/2P5/8/PP1PPPPP/RNBQKBNR
1. c4 e6 2. Nf3,A13,English Opening: Agincourt Defense,rnbqkbnr/pppp1ppp/4p3/8/2P5/5N2/PP1PPPPP/RNBQKB1R
1. c4 e6 2. Nf3 d5,A13,English Opening: Agincourt Defense,rnbqkbnr/ppp2ppp/4p3/3p4/2P5/5N2/PP1PPPPP/RNBQKB1R
1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Bd6,A13,English Opening: Agincourt Defense; Bogoljubow Defense,rnbqk2r/ppp2ppp/3bpn2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R
1. c4 e6 2. Nf3 d5 3. g3 b6 4. Bg2 Bb7 5. O-O,A13,English Opening: Agincourt Defense; Catalan Defense,rn1qkbnr/pbp2ppp/1p2p3/3p4/2P5/5NP1/PP1PPPBP/RNBQ1RK1
1. c4 e6 2. Nf3 d5 3. g3 c5,A13,English Opening: Agincourt Defense; Catalan Defense,rnbqkbnr/pp3ppp/4p3/2pp4/2P5/5NP1/PP1PPP1P/RNBQKB1R
1. c4 e6 2. Nf3 Nf6 3. g3 d5 4. Bg2 dxc4,A13,English Opening: Agincourt Defense; Catalan Defense Accepted,rnbqkb1r/ppp2ppp/4pn2/8/2p5/5NP1/PP1PPPBP/RNBQK2R
1. c4 e6 2. Nf3 Nf6 3. g3 d5 4. Bg2 c6,A13,English Opening: Agincourt Defense; Catalan Defense; Semi-Slav Defense,rnbqkb1r/pp3ppp/2p1pn2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R
1. c4 e6 2. Nf3 d5 3. g3 c6,A13,English Opening: Agincourt Defense; Kurajica Defense,rnbqkbnr/pp3ppp/2p1p3/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R
1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 c5 5. b3 Nc6 6. O-O Be7,A13,English Opening: Agincourt Defense; Tarrasch Defense,r1bqk2r/pp2bppp/2n1pn2/2pp4/2P5/1P3NP1/P2PPPBP/RNBQ1RK1
1. c4 e6 2. Nf3 Nf6 3. b3 d5 4. Bb2 c5 5. e3,A13,English Opening: Agincourt Defense; Wimpy System,rnbqkb1r/pp3ppp/4pn2/2pp4/2P5/1P2PN2/PB1P1PPP/RN1QKB1R
1. c4 e6 2. Nf3 d5 3. g3 Nf6,A13,English Opening: Neo-Catalan,rnbqkb1r/ppp2ppp/4pn2/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R
1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Be7,A13,English Opening: Neo-Catalan Declined,rnbqk2r/ppp1bppp/4pn2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R
1. c4 Nf6 2. Nf3 e6 3. g3 a6 4. Bg2 b5,A13,English Opening: Romanishin Gambit,rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/5NP1/PP1PPPBP/RNBQK2R
1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Be7 5. O-O c5 6. cxd5 Nxd5 7. Nc3 Nc6,A14,English Opening: Agincourt Defense; Keres Defense,r1bqk2r/pp2bppp/2n1p3/2pn4/8/2N2NP1/PP1PPPBP/R1BQ1RK1
1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Be7 5. O-O,A14,English Opening: Agincourt Defense; Neo-Catalan Declined,rnbqk2r/ppp1bppp/4pn2/3p4/2P5/5NP1/PP1PPPBP/RNBQ1RK1
1. Nf3 d5 2. c4 e6 3. g3 Nf6 4. Bg2 Be7 5. O-O O-O 6. b3 c6 7. Bb2,A14,R?i Opening: Anglo-Slav Variation; Bogoljubow Variation; Stonewall Line,rnbq1rk1/pp2bppp/2p1pn2/3p4/2P5/1P3NP1/PB1PPPBP/RN1Q1RK1
1. c4 Nf6,A15,English Opening: Anglo-Indian Defense,rnbqkb1r/pppppppp/5n2/8/2P5/8/PP1PPPPP/RNBQKBNR
1. c4 Nf6 2. Nc3 g6 3. Nf3 Bg7 4. e4,A15,English Opening: Anglo-Indian Defense; Anti-Anti-Gr?feld,rnbqk2r/ppppppbp/5np1/8/2P1P3/2N2N2/PP1P1PPP/R1BQKB1R
1. c4 Nf6 2. Nf3 g6 3. g3 d5,A15,English Opening: Anglo-Indian Defense; Gr?feld Formation,rnbqkb1r/ppp1pp1p/5np1/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R
1. c4 Nf6 2. Nf3 g6,A15,English Opening: Anglo-Indian Defense; King's Indian Formation,rnbqkb1r/pppppp1p/5np1/8/2P5/5N2/PP1PPPPP/RNBQKB1R
1. c4 Nf6 2. Nf3 g6 3. g3 b6 4. Bg2 Bb7,A15,English Opening: Anglo-Indian Defense; King's Indian Formation; Double Fianchetto,rn1qkb1r/pbpppp1p/1p3np1/8/2P5/5NP1/PP1PPPBP/RNBQK2R
1. c4 Nf6 2. Nf3,A15,English Opening: Anglo-Indian Defense; King's Knight Variation,rnbqkb1r/pppppppp/5n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R
1. c4 Nf6 2. Nf3 d6,A15,English Opening: Anglo-Indian Defense; Old Indian Formation,rnbqkb1r/ppp1pppp/3p1n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R
1. c4 Nf6 2. Nf3 b6,A15,English Opening: Anglo-Indian Defense; Queen's Indian Formation,rnbqkb1r/p1pppppp/1p3n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R
1. c4 e6 2. Nf3 Nf6 3. g3 b6 4. Bg2 Bb7,A15,English Opening: Anglo-Indian Defense; Queen's Indian Formation,rn1qkb1r/pbpp1ppp/1p2pn2/8/2P5/5NP1/PP1PPPBP/RNBQK2R
1. c4 e6 2. Nf3 Nf6 3. g3 a6,A15,English Opening: Anglo-Indian Defense; Romanishin Variation,rnbqkb1r/1ppp1ppp/p3pn2/8/2P5/5NP1/PP1PPP1P/RNBQKB1R
1. c4 Nf6 2. Nf3 d5,A15,English Opening: Anglo-Indian Defense; Scandinavian Defense,rnbqkb1r/ppp1pppp/5n2/3p4/2P5/5N2/PP1PPPPP/RNBQKB1R
1. c4 Nf6 2. Nf3 d5 3. cxd5 Nxd5,A15,English Opening: Anglo-Indian Defense; Scandinavian Defense; Exchange Variation,rnbqkb1r/ppp1pppp/8/3n4/8/5N2/PP1PPPPP/RNBQKB1R
1. c4 Nf6 2. Nf3 g6 3. g3 c6,A15,English Opening: Anglo-Indian Defense; Slav Formation,rnbqkb1r/pp1ppp1p/2p2np1/8/2P5/5NP1/PP1PPP1P/RNBQKB1R
1. c4 Nf6 2. b4,A15,English Orangutan,rnbqkb1r/pppppppp/5n2/8/1PP5/8/P2PPPPP/RNBQKBNR
1. c4 Nf6 2. Nc3 d5,A16,English Opening: Anglo-Gr?feld Defense,rnbqkb1r/ppp1pppp/5n2/3p4/2P5/2N5/PP1PPPPP/R1BQKBNR
1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. Nf3 g6 5. g3 Bg7 6. Bg2 e5,A16,English Opening: Anglo-Gr?feld Defense; Korchnoi Variation,rnbqk2r/ppp2pbp/6p1/3np3/8/2N2NP1/PP1PPPBP/R1BQK2R
1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. Nf3,A16,English Opening: Anglo-Indian Defense; Anglo-Gr?feld Variation,rnbqkb1r/ppp1pppp/8/3n4/8/2N2N2/PP1PPPPP/R1BQKB1R
1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. Nf3 g6,A16,English Opening: Anglo-Indian Defense; Anglo-Gr?feld Variation,rnbqkb1r/ppp1pp1p/6p1/3n4/8/2N2N2/PP1PPPPP/R1BQKB1R
1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. g3 g6 5. Bg2 Nb6,A16,English Opening: Anglo-Indian Defense; Anglo-Gr?feld Variation,rnbqkb1r/ppp1pp1p/1n4p1/8/8/2N3P1/PP1PPPBP/R1BQK1NR
1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. g3 g6 5. Bg2 Nxc3,A16,English Opening: Anglo-Indian Defense; Anglo-Gr?feld Variation,rnbqkb1r/ppp1pp1p/6p1/8/8/2n3P1/PP1PPPBP/R1BQK1NR
1. c4 Nf6 2. Nc3,A16,English Opening: Anglo-Indian Defense; Queen's Knight Variation,rnbqkb1r/pppppppp/5n2/8/2P5/2N5/PP1PPPPP/R1BQKBNR
1. c4 Nf6 2. Nc3 e6,A17,English Opening: Anglo-Indian Defense; Hedgehog System,rnbqkb1r/pppp1ppp/4pn2/8/2P5/2N5/PP1PPPPP/R1BQKBNR
1. c4 Nf6 2. Nc3 e6 3. Nf3 Bb4,A17,English Opening: Anglo-Indian Defense; Nimzo-English,rnbqk2r/pppp1ppp/4pn2/8/1bP5/2N2N2/PP1PPPPP/R1BQKB1R
1. c4 e6 2. Nc3 Nf6 3. Nf3 b6,A17,English Opening: Anglo-Indian Defense; Queen's Indian Formation,rnbqkb1r/p1pp1ppp/1p2pn2/8/2P5/2N2N2/PP1PPPPP/R1BQKB1R
1. c4 e6 2. Nc3 Nf6 3. Nf3 b6 4. e4 Bb7 5. Bd3,A17,English Opening: Anglo-Indian Defense; Queen's Indian Variation,rn1qkb1r/pbpp1ppp/1p2pn2/8/2P1P3/2NB1N2/PP1P1PPP/R1BQK2R
1. c4 e6 2. Nc3 Nf6 3. Nf3 Bb4 4. g4,A17,English Opening: Anglo-Indian Defense; Zvjaginsev-Krasenkow Attack,rnbqk2r/pppp1ppp/4pn2/8/1bP3P1/2N2N2/PP1PPP1P/R1BQKB1R
1. c4 e6 2. Nc3 Nf6 3. e4,A18,English Opening: Mikenas-Carls Variation,rnbqkb1r/pppp1ppp/4pn2/8/2P1P3/2N5/PP1P1PPP/R1BQKBNR
1. c4 e6 2. Nc3 Nf6 3. e4 Nc6,A18,English Opening: Mikenas-Carls Variation,r1bqkb1r/pppp1ppp/2n1pn2/8/2P1P3/2N5/PP1P1PPP/R1BQKBNR
1. c4 e6 2. Nc3 Nf6 3. e4 d5 4. e5,A18,English Opening: Mikenas-Carls Variation,rnbqkb1r/ppp2ppp/4pn2/3pP3/2P5/2N5/PP1P1PPP/R1BQKBNR
1. c4 e6 2. Nc3 Nf6 3. e4 c5 4. e5 Ng8,A19,English Opening: Anglo-Indian Defense; Flohr-Mikenas-Carls Variation; Nei Gambit,rnbqkbnr/pp1p1ppp/4p3/2p1P3/2P5/2N5/PP1P1PPP/R1BQKBNR
1. c4 e6 2. Nc3 Nf6 3. e4 c5,A19,English Opening: Mikenas-Carls; Sicilian,rnbqkb1r/pp1p1ppp/4pn2/2p5/2P1P3/2N5/PP1P1PPP/R1BQKBNR
1. c4 e5 2. g3 h5,A20,English Opening: Drill Variation,rnbqkbnr/pppp1pp1/8/4p2p/2P5/6P1/PP1PPP1P/RNBQKBNR
1. c4 e5,A20,English Opening: King's English Variation,rnbqkbnr/pppp1ppp/8/4p3/2P5/8/PP1PPPPP/RNBQKBNR
1. c4 e5 2. e3 Nf6 3. f4 exf4 4. Nf3,A20,English Opening: King's English Variation; Kahiko-Hula Gambit,rnbqkb1r/pppp1ppp/5n2/8/2P2p2/4PN2/PP1P2PP/RNBQKB1R
1. c4 e5 2. Nf3,A20,English Opening: King's English Variation; Nimzowitsch Variation,rnbqkbnr/pppp1ppp/8/4p3/2P5/5N2/PP1PPPPP/RNBQKB1R
1. c4 e5 2. Nf3 e4,A20,English Opening: King's English Variation; Nimzowitsch-Flohr Variation,rnbqkbnr/pppp1ppp/8/8/2P1p3/5N2/PP1PPPPP/RNBQKB1R
1. c4 e5 2. Nc3 d6 3. Nf3,A21,English Opening: King's English Variation,rnbqkbnr/ppp2ppp/3p4/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R
1. c4 e5 2. Nc3 d6 3. g3 c6,A21,English Opening: King's English Variation; Keres Defense,rnbqkbnr/pp3ppp/2pp4/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR
1. c4 e5 2. Nc3 Bb4,A21,English Opening: King's English Variation; Kramnik-Shirov Counterattack,rnbqk1nr/pppp1ppp/8/4p3/1bP5/2N5/PP1PPPPP/R1BQKBNR
1. c4 e5 2. Nc3,A21,English Opening: King's English Variation; Reversed Sicilian,rnbqkbnr/pppp1ppp/8/4p3/2P5/2N5/PP1PPPPP/R1BQKBNR
1. c4 e5 2. Nc3 d6 3. Nf3 Bg4,A21,English Opening: King's English Variation; Smyslov Defense,rn1qkbnr/ppp2ppp/3p4/4p3/2P3b1/2N2N2/PP1PPPPP/R1BQKB1R
1. c4 e5 2. Nc3 Nc6 3. g3 d6 4. Bg2 Be6,A21,English Opening: King's English Variation; Troger Defense,r2qkbnr/ppp2ppp/2npb3/4p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR
1. c4 e5 2. Nc3 Nf6 3. g3,A22,English Opening: Carls-Bremen System,rnbqkb1r/pppp1ppp/5n2/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR
1. c4 e5 2. Nc3 Nf6 3. Nf3 e4 4. Ng5 c6,A22,English Opening: King's English Variation; Adhiban Gambit,rnbqkb1r/pp1p1ppp/2p2n2/6N1/2P1p3/2N5/PP1PPPPP/R1BQKB1R
1. c4 e5 2. Nc3 Nf6 3. Nf3 e4 4. Ng5 b5,A22,English Opening: King's English Variation; Bellon Gambit,rnbqkb1r/p1pp1ppp/5n2/1p4N1/2P1p3/2N5/PP1PPPPP/R1BQKB1R
1. c4 e5 2. Nc3 Nf6,A22,English Opening: King's English Variation; Two Knights Variation,rnbqkb1r/pppp1ppp/5n2/4p3/2P5/2N5/PP1PPPPP/R1BQKBNR
1. c4 e5 2. Nc3 Nf6 3. g3 d5,A22,English Opening: King's English Variation; Two Knights Variation; Reversed Dragon,rnbqkb1r/ppp2ppp/5n2/3pp3/2P5/2N3P1/PP1PPP1P/R1BQKBNR
1. c4 e5 2. Nc3 Nf6 3. g3 Bb4,A22,English Opening: King's English Variation; Two Knights Variation; Smyslov System,rnbqk2r/pppp1ppp/5n2/4p3/1bP5/2N3P1/PP1PPP1P/R1BQKBNR
1. c4 e5 2. Nc3 Nf6 3. Nf3 e4 4. Ng5 Ng4,A22,English Opening: King's English; Erbenheimer Gambit,rnbqkb1r/pppp1ppp/8/6N1/2P1p1n1/2N5/PP1PPPPP/R1BQKB1R
1. c4 e5 2. Nc3 Nf6 3. f4,A22,English Opening: King's English; Mazedonisch,rnbqkb1r/pppp1ppp/5n2/4p3/2P2P2/2N5/PP1PP1PP/R1BQKBNR
1. c4 e5 2. Nc3 Nf6 3. g3 c6,A23,English Opening: King's English Variation; Two Knights Variation; Keres Variation,rnbqkb1r/pp1p1ppp/2p2n2/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR
1. c4 e5 2. Nc3 Nf6 3. g3 Bc5 4. Bg2 c6,A23,English Opening: King's English Variation; Two Knights Variation; Keres Variation,rnbqk2r/pp1p1ppp/2p2n2/2b1p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR
1. c4 e5 2. Nc3 Nf6 3. g3 g6,A24,English Opening: King's English Variation; Two Knights Variation; Fianchetto Line,rnbqkb1r/pppp1p1p/5np1/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR
1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Rb1 Nh6 5. Bg2 Bg7,A25,English Opening: Closed; Taimanov Variation,r1bqk2r/pppp1pbp/2n3pn/4p3/2P5/2N3P1/PP1PPPBP/1RBQK1NR
1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e3 d6 6. Nge2 Nh6,A25,English Opening: Closed; Taimanov Variation,r1bqk2r/ppp2pbp/2np2pn/4p3/2P5/2N1P1P1/PP1PNPBP/R1BQK2R
1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e3 d6 6. Nge2 Be6,A25,English Opening: King's English Variation; Bremen-Hort Variation,r2qk1nr/ppp2pbp/2npb1p1/4p3/2P5/2N1P1P1/PP1PNPBP/R1BQK2R
1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3,A25,English Opening: King's English Variation; Closed System,r1bqk1nr/pppp1pbp/2n3p1/4p3/2P5/2NP2P1/PP2PPBP/R1BQK1NR
1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Rb1,A25,English Opening: King's English Variation; Hungarian Attack,r1bqk1nr/pppp1pbp/2n3p1/4p3/2P5/2N3P1/PP1PPPBP/1RBQK1NR
1. c4 e5 2. Nc3 Nc6,A25,English Opening: King's English Variation; Reversed Closed Sicilian,r1bqkbnr/pppp1ppp/2n5/4p3/2P5/2N5/PP1PPPPP/R1BQKBNR
1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7,A25,English Opening: King's English Variation; Taimanov Variation,r1bqk1nr/pppp1pbp/2n3p1/4p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR
1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6 6. e4,A26,English Opening: King's English Variation; Botvinnik System,r1bqk1nr/ppp2pbp/2np2p1/4p3/2P1P3/2NP2P1/PP3PBP/R1BQK1NR
1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6,A26,English Opening: King's English Variation; Closed System; Full Symmetry,r1bqk1nr/ppp2pbp/2np2p1/4p3/2P5/2NP2P1/PP2PPBP/R1BQK1NR
