PGN,VOLUME,ECO,NAME,CONTINUATION,CONTINUATIONNAME,,
1.d4 b6 2.c4 Bb7 3.Bxb5,A,A40,Eastbourne Gambit,FALSE,-,,
1.d4 e5,A,A40,Charlick Gambit; Englund Gambit,FALSE,-,,
1.d4 e5 2.d5,A,A40,Englund Gambit Declined,FALSE,-,,
1.d4 e5 2.d5 Bc5 3.e4 Qh4,A,A40,Diemer Counterattack,FALSE,-,,
1.d4 e5 2.dxe5 d6,A,A40,Thuring Gambit; Hartlaub-Charlick Gambit,FALSE,-,,
1.d4 e5 2.dxe5 f6,A,A40,Soller; Purchas Gambit,FALSE,-,,
1.d4 e5 2.dxe5 Nc6,A,A40,Englund; Behting Gambit,FALSE,-,,
1.d4 e5 2.dxe5 Nc6 3.Nf3 Bc5,A,A40,Felbecker Gambit,FALSE,-,,
1.d4 e5 2.dxe5 Nc6 3.Nf3 f6,A,A40,Soller Gambit Deferred,FALSE,-,,
1.d4 e5 2.dxe5 Nc6 3.Nf3 h6,A,A40,"Zilbermints Gambit II, Englund Gambit",FALSE,-,,
1.d4 e5 2.dxe5 Nc6 3.Nf3 Nge7,A,A40,"Zilbermints Gambit, Englund Gambit",FALSE,-,,
1.d4 e5 2.dxe5 Nc6 3.Nf3 Qe7,A,A40,Englund Gambit,FALSE,-,,
1.d4 e5 2.dxe5 Nc6 3.Nf3 Qe7 4.Qd5,A,A40,"Stockhom Variation, Englund Gambit",FALSE,-,,
1.d4 e5 2.dxe5 Qh4,A,A40,"Mosquito Gambit, Englund",FALSE,-,,
1.d4 e6,A,A40,Horwitz Defense,FALSE,-,,
1.d4 e6,A,A40,Franco-Indian Defense,FALSE,-,,
1.d4 e6 2.Bf4 f5 3.g4,A,A40,"Seneschaud Variation, Dutch",FALSE,-,,
1.d4 e6 2.c4 b6,A,A40,English Defense,FALSE,-,,
1.d4 e6 2.c4 b6 3.e4 Bb7 4.Bd3 Nc6,A,A40,Perrin Variation,FALSE,-,,
1.d4 e6 2.c4 b6 3.e4 Bb7 4.f3 f5 5.exf5 Nh6,A,A40,Poli Gambit,FALSE,-,,
1.d4 e6 2.c4 b6 3.Nc3 Bb7 4.e4 f5 5.d5,A,A40,Hartlaub Gambit Declined,FALSE,-,,
1.d4 e6 2.c4 b6 3.Nc3 Bb7 4.e4 f5 5.exf5 Nf6,A,A40,Hartlaub Gambit Accepted,FALSE,-,,
1.d4 e6 2.c4 Bb4+,A,A40,"Keres Defense, Indian; Kangaroo Defense",FALSE,-,,
1.d4 e6 2.c4 Bb4+ 3.Nc3,A,A40,"Transpositional Variation, Keres Defense",FALSE,-,,
1.d4 e6 2.c4 e5,A,A40,Zilbermints Gambit,FALSE,-,,
1.d4 g5,A,A40,Borg Gambit,FALSE,-,,
1.d4 g6,A,A40,Queen Pawn Fianchetto,FALSE,-,,
1.d4 g6 2.c4 Bg7,A,A40,Kotov-Robatsch Defense,FALSE,-,,
1.d4 g6 2.c4 Bg7 3.e4 d6 4.Be3 Nf6 5.f3,A,A40,Pseudo-Saemisch,FALSE,-,,
1.d4 g6 2.c4 Bg7 3.e4 d6 4.Nf3 Bg4,A,A40,Rossolimo Variation,FALSE,-,,
1.d4 g6 2.c4 Bg7 3.e4 e5,A,A40,Neo-Modern Defense,FALSE,-,,
1.d4 g6 2.c4 Bg7 3.Nc3 c5 4.d5 Bxc3+ 5.bxc3 f5,A,A40,Beefeater Variation,FALSE,-,,
1.d4 g6 2.c4 Bg7 3.Nc3 d6,A,A40,Modern Defense,FALSE,-,,
1.d4 g6 2.c4 Bg7 3.Nc3 d6 4.e4 Nc6,A,A40,"Kotov Variation, Modern",FALSE,-,,
1.d4 g6 2.h4 Nf6 3.h5,A,A40,Lizard Defense; Pirc-Diemer Gambit,FALSE,-,,
1.d4 Nc6,A,A40,Bogoljubov; Mikenas-Van Geet Defense,FALSE,-,,
1.d4 Nc6,A,A40,Lundin Defense,FALSE,-,,
1.d4 Nc6 2.c4 e5 3.d5 Nce7,A,A40,"Lithuanian Variation, Mikenas",FALSE,-,,
1.d4 Nc6 2.c4 e5 3.d5 Nd4,A,A40,"Cannstatter Variation, Mikenas",FALSE,-,,
1.d4 Nc6 2.c4 e5 3.dxe5 Nxe5 4.Nc3 Nxc4,A,A40,Pozarek Gambit,FALSE,-,,
1.d4 Nc6 2.d5 Nb8,A,A40,Montevideo Defense,FALSE,-,,
1.d4 Nc6 2.d5 Nb8 3.e4 Nf6 5.e5 Ng8,A,A40,Zaire Defense,FALSE,-,,
1.e4 g6 2.d4 Bg7 3.c4 c5 4.Nf3 Qb6,A,A40,Polish Variation,FALSE,-,,
1.e4 g6 2.d4 Bg7 3.c4 d5 4.exd5 c6 5.dxc6 Bxd4,A,A40,"Dunworth Variation, Modern Defense",FALSE,-,,
1.d4 c6 2.c4 d6,A,A41,Anglo-Slav Opening,FALSE,-,,
1.d4 d6,A,A41,Pillsbury Defense; A41; Rat Defense,TRUE,Pillsbury Defense; ; Rat Defen,,
1.d4 d6 2.Nf3 Bg4,A,A41,Wade Defense,FALSE,-,,
1.d4 g6 2.c4 Bg7 3.Nc3 d6 4.e4,A,A41,"Averbakh Variation, Modern",FALSE,-,,
1.d4 g6 2.c4 Bg7 3.Nc3 d6 4.e4 c5 5.Nf3 Qa5,A,A41,"Pterodactyl Variation, Modern",FALSE,-,,
1.d4 d6 2.c4,A,A42,A42,TRUE,A42,,
1.d4 d6 2.c4 e5,A,A42,English Rat,FALSE,-,,
1.d4 d6 2.c4 e5 3.dxe5 Nc6,A,A42,Lisbon Gambit,FALSE,-,,
1.d4 g6 2.c4 Bg7 3.Nc3 d6 4.e4 f5,A,A42,Randspringer Variation,FALSE,-,,
1.d4 c5,A,A43,Staunton Defense; Benoni C-G; A43,TRUE,Staunton Defense; Benoni C-G,,
1.d4 c5 2.b4 cxb4,A,A43,"Zilbermints Gambit; Nakamura Gambit, Benoni",FALSE,-,,
1.d4 c5 2.d5 d6,A,A43,Old Benoni,FALSE,-,,
1.d4 c5 2.d5 d6 3.Nc3 g6,A,A43,"Schmid Variation, Benoni",FALSE,-,,
1.d4 c5 2.d5 e6 3.e4,A,A43,Franco-Benoni; Franco-Sicilian,FALSE,-,,
1.d4 c5 2.d5 f5,A,A43,"Clarendon Court Variation, Benoni",FALSE,-,,
1.d4 c5 2.d5 f5 3.e4,A,A43,Benoni-Staunton Gambit,FALSE,-,,
1.d4 c5 2.d5 Na6,A,A43,"Snail Variation, Benoni",FALSE,-,,
1.d4 c5 2.d5 Nf6,A,A43,Benoni-Indian Defense,FALSE,-,,
1.d4 c5 2.d5 Nf6 3.Nc3 Qa5,A,A43,"Woozle Defense, Benoni",FALSE,-,,
1.d4 c5 2.d5 Nf6 3.Nf3,A,A43,"Kingside move order, Benoni",FALSE,-,,
1.d4 c5 2.d5 Nf6 3.Nf3 c4,A,A43,"Habichd; Hawk Variation, Benoni",FALSE,-,,
1.d4 c5 2.d5 Nf6 3.Nf3 e4,A,A43,"Hawk Variation, Benoni",FALSE,-,,
1.d4 c5 2.dxc5,A,A43,Benoni Gambit Accepted,FALSE,-,,
1.d4 c5 2.dxc5 b6,A,A43,"Cormorant Gambit, Benoni",FALSE,-,,
1.d4 c5 2.dxc5 Na6,A,A43,"Schlenker Defense, Benoni",FALSE,-,,
1.d4 c5 2.Nf3 cxd4 3.b4,A,A43,Zilbermints-Benoni Gambit,FALSE,-,,
1.d4 c5 2.Nf3 cxd4 3.b4 e5,A,A43,"Tamarkin Countergambit, Benoni",FALSE,-,,
1.d4 e6 2.c4 c5 3.d5 exd5 4.cxd5 d6 5.Nc3 g6 6.e4 Bg7 7.Nf3 Ne7,A,A43,Franco-Sicilian Hybrid,FALSE,-,,
1.d4 c5 2.d5 e5,A,A44,"Pawn Thrust, Benoni; A44",TRUE,"Pawn Thrust, Benoni",,
1.d4 c5 2.d5 e5 3.e4 d6,A,A44,Blockade Variation; Semi-Benoni; Russian Variation,FALSE,-,,
1.d4 Nf6,A,A45,Indian Defense; A45,TRUE,Indian Defense,,
1.d4 Nf6 2.b3,A,A45,Basque Opening,FALSE,-,,
1.d4 Nf6 2.Bg5,A,A45,Trompowsky; Opocensky; Ruth Opening,FALSE,-,,
1.d4 Nf6 2.Bg5 c5 3.d5 Qb6 4.Nc3,A,A45,"Poisoned Pawn Variation, Trompowsky",FALSE,-,,
1.d4 Nf6 2.Bg5 c5 3.d5 Qb6 4.Nc3 Qxb2 5.Bd2 Qb6,A,A45,Chepukaitis Gambit,FALSE,-,,
1.d4 Nf6 2.Bg5 Ne4 3.Bf4 g5,A,A45,"Borg Variation, Trompowsky",FALSE,-,,
1.d4 Nf6 2.Bg5 Ne4 3.Bh4,A,A45,"Edge Variation, Trompowsky",FALSE,-,,
1.d4 Nf6 2.Bg5 Ne4 3.Bh4 c6 4.Nd2 Qa5 5.c3 Nxd2 6.Qxd2 d5 7.e4,A,A45,"Hergert Gambit #2, Trompowsky",FALSE,-,,
1.d4 Nf6 2.Bg5 Ne4 3.Bh4 d5 4.f3 Nf6 5.Nc3 Bf5 6.e4,A,A45,"Hergert Gambit #1, Trompowsky",FALSE,-,,
1.d4 Nf6 2.Bg5 Ne4 3.h4,A,A45,"Raptor Variation, Trompowsky",FALSE,-,,
1.d4 Nf6 2.Bg5 Ne4 3.h4 Nxg5 4.hxg5 e5,A,A45,"Hergert Gambit, Trompowsky",FALSE,-,,
1.d4 Nf6 2.d5,A,A45,Pawn Push Variation,FALSE,-,,
1.d4 Nf6 2.e4,A,A45,Omega Gambit,FALSE,-,,
1.d4 Nf6 2.e4 Nxe4 3.Bd3 Nf6 4.Bg5,A,A45,Arafat Gambit,FALSE,-,,
1.d4 Nf6 2.f3,A,A45,Paleface Attack,FALSE,-,,
1.d4 Nf6 2.f3 c5 3.d5 e6 4.e4 exd5 5.e5,A,A45,Webster Gambit,FALSE,-,,
1.d4 Nf6 2.f3 d5 3.e4,A,A45,Blackmar-Diemer Gambit Deferred,FALSE,-,,
1.d4 Nf6 2.f3 d5 3.e4 e5 4.dxe5 Nxe4,A,A45,Kraus-Muhlherr Counter Gambit,FALSE,-,,
1.d4 Nf6 2.f3 d5 3.g4,A,A45,Gedult Attack,FALSE,-,,
1.d4 Nf6 2.f3 d5 3.g4,A,A45,Gedult-Gunderam System,FALSE,-,,
1.d4 Nf6 2.f3 e6 3.e4 Nxe4,A,A45,Linder Counter Gambit,FALSE,-,,
1.d4 Nf6 2.f4,A,A45,Canard Attack,FALSE,-,,
1.d4 Nf6 2.g3 e5,A,A45,Ueberlinger Gambit,FALSE,-,,
1.d4 Nf6 2.g4,A,A45,Bullfrog; Weidenhagen; Krabbe; Ochsenfrosch,FALSE,-,,
1.d4 Nf6 2.g4,A,A45,Bronstein Gambit,FALSE,-,,
1.d4 Nf6 2.g4 e5,A,A45,Oshima Defense,FALSE,-,,
1.d4 Nf6 2.g4 Nxg4,A,A45,Gibbins-Wiedehagen Gambit Accepted,FALSE,-,,
1.d4 Nf6 2.g4 Nxg4 3.e4 d6 4.Be2 Nf6 5.Nc3,A,A45,Stummer Gambit,FALSE,-,,
1.d4 Nf6 2.g4 Nxg4 3.f3 Nf6 4.e4,A,A45,Maltese Falcon,FALSE,-,,
1.d4 Nf6 2.Nc3 c5,A,A45,Reversed Chigorin Defense,FALSE,-,,
1.d4 Nf6 2.Nc3 c5 3.dxc5,A,A45,Von Beivorseen,FALSE,-,,
1.d4 Nf6 2.Nc3 d5 3.Bg5 c5 4.Bxf6 gxf6 5.e4 dxe4 6.d5,A,A45,Malich Gambit,FALSE,-,,
1.d4 Nf6 2.Nc3 d5 3.e4 Nxe4,A,A45,Huebsch Gambit,FALSE,-,,
1.d4 Nf6 2.Nc3 e5,A,A45,Maddigan Gambit,FALSE,-,,
1.d4 Nf6 2.Nd2 e5,A,A45,Lazard Gambit; Maddigan Gambit,FALSE,-,,
1.d4 Nf6 2.Nf3,A,A46,"Knights Variation, Indian Game; A46",TRUE,"Knights Variation, Indian Game",,
1.d4 Nf6 2.Nf3 b5,A,A46,Polish Defense,FALSE,-,,
1.d4 Nf6 2.Nf3 c5,A,A46,Spielmann-Indian,FALSE,-,,
1.d4 Nf6 2.Nf3 c5 3.d5 b5,A,A46,Pseudo-Benko Gambit,FALSE,-,,
1.d4 Nf6 2.Nf3 c6,A,A46,Czech-Indian,FALSE,-,,
1.d4 Nf6 2.Nf3 e6 3.Bf4,A,A46,London System,FALSE,-,,
1.d4 Nf6 2.Nf3 e6 3.Bg5,A,A46,Torre Attack,FALSE,-,,
1.d4 Nf6 2.Nf3 e6 3.Bg5 c5 4.e3 b6 5.d5,A,A46,Petrosian Gambit,FALSE,-,,
1.d4 Nf6 2.Nf3 e6 3.Bg5 c5 4.e4,A,A46,Swiss; Wagner Gambit,FALSE,-,,
1.d4 Nf6 2.Nf3 e6 3.Bg5 h6,A,A46,"Nimzovich Variation, Torre Attack",FALSE,-,,
1.d4 Nf6 2.Nf3 e6 3.e3,A,A46,Yusupov-Rubinstein System,FALSE,-,,
1.d4 Nf6 2.Nf3 Ne4,A,A46,Dory Defense,FALSE,-,,
1.d4 Nf6 2.Nf3 b6,A,A47,"Capablanca Variation, Indian Game; A47",TRUE,"Capablanca Variation, Indian Game",,
1.d4 Nf6 2.Nf3 b6 3.Bg5,A,A47,Torre Attack,FALSE,-,,
1.d4 Nf6 2.Nf3 b6 3.c3 e5,A,A47,Schnepper Gambit,FALSE,-,,
1.d4 Nf6 2.Nf3 b6 3.g3 Bb7 4.Bg2 c5,A,A47,Marienbad Variation,FALSE,-,,
1.d4 Nf6 2.Nf3 b6 3.g3 Bb7 4.Bg2 c5 5.c4 cxd4 6.Qxd4,A,A47,Berg Variation,FALSE,-,,
1.d4 Nf6 2.Nf3 g6,A,A48,Pseudo-King's Indian Variation; A48,TRUE,Pseudo-King's Indian Variation,,
1.d4 Nf6 2.Nf3 g6 3.Bf4,A,A48,"London System, Torre Attack",FALSE,-,,
1.d4 Nf6 2.Nf3 g6 3.Bf4 Bg7 4.Nbd2,A,A48,London Variation,FALSE,-,,
1.d4 Nf6 2.Nf3 g6 3.Bg5,A,A48,"Fianchetto Defense, Torre Attack",FALSE,-,,
1.d4 Nf6 2.Nf3 g6 3.Bg5 Bg7 4.Nbd2 c5,A,A48,"Euwe Variation, Torre Attack",FALSE,-,,
1.d4 Nf6 2.Nf3 g6 3.e3 Bg7 4.Bd3 d6,A,A48,King's Indian Variation,FALSE,-,,
1.d4 Nf6 2.Nf3 g6 3.g3,A,A49,Przepiorka Variation; A49,TRUE,Przepiorka Variation,,
1.d4 Nf6 2.c4,A,A50,"Normal Variation, Indian Game; A50",TRUE,"Normal Variation, Indian Game",,
1.d4 Nf6 2.c4 b5,A,A50,Pyrenees Gambit,FALSE,-,,
1.d4 Nf6 2.c4 b6,A,A50,Queen's Indian Defense; Saemisch-Indian,FALSE,-,,
1.d4 Nf6 2.c4 g5,A,A50,Medusa Gambit,FALSE,-,,
1.d4 Nf6 2.c4 Nc6,A,A50,Van Geet; Kevitz; Trajkovic; Mexican,FALSE,-,,
1.d4 Nf6 2.c4 Nc6 3.d5 Ne5 4.f4,A,A50,Horsefly Gambit,FALSE,-,,
1.d4 Nf6 2.c4 e5,A,A51,Budapest Defense; A51,TRUE,Budapest Defense,,
1.d4 Nf6 2.c4 e5 3.dxe5 Ne4,A,A51,"Fajarowicz Variation, Budapest",FALSE,-,,
1.d4 Nf6 2.c4 e5 3.dxe5 Ne4 4.a3 b6,A,A51,"Bonsdorf Variation, Budapest",FALSE,-,,
1.d4 Nf6 2.c4 e5 3.dxe5 Ne4 4.Qc2,A,A51,"Steiner Variation, Budapest",FALSE,-,,
1.d4 Nf6 2.c4 e5 3.dxe5 Ng4,A,A52,"Normal Variation, Budapest; A52",TRUE,"Normal Variation, Budapest",,
1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.Bf4,A,A52,"Rubinstein Variation, Budapest",FALSE,-,,
1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.Bf4 Nc6 5.Nf3 Bb4+ 6.Nc3 Bxc3+,A,A52,"Kornl Richter Gambit, Budapest",FALSE,-,,
1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.e4,A,A52,"Center Play Variation, Budapest; Alekhine Variation",FALSE,-,,
1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.e4 d6,A,A52,"Balogh; Tartakower C-G, Budapest",FALSE,-,,
1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.e4 Nxe5 5.f4 Bc5,A,A52,"Barmina Gambit, Budapest",FALSE,-,,
1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.e4 Nxe5 5.f4 Nbc6,A,A52,"Wikstrom Gambit, Budapest",FALSE,-,,
1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.e4 Nxe5 5.f4 Nec6,A,A52,"Abonyi Variation, Budapest",FALSE,-,,
1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.Nf3,A,A52,"Adler Variation, Budapest",FALSE,-,,
1.d4 Nf6 2.c4 d6,A,A53,Old Indian Defense; Chigorin Indian Defense; A53,TRUE,Old Indian Defense; Chigorin Indian Defense,,
1.d4 Nf6 2.c4 d6 3.g4,A,A53,Aged Gibbon Gambit,FALSE,-,,
1.d4 Nf6 2.c4 d6 3.Nc3 Bf5,A,A53,"Janowski Variation, Old Indian",FALSE,-,,
1.d4 Nf6 2.c4 d6 3.Nc3 Bf5 4.e4,A,A53,"Grinberg Gambit, Old Indian",FALSE,-,,
1.d4 Nf6 2.c4 d6 3.Nc3 e5,A,A53,Ukranian Variation,FALSE,-,,
1.d4 Nf6 2.c4 d6 3.Nc3 Nbd7 4.e3 e5 5.Bd3,A,A53,Duz-Khotimirsky Variation,FALSE,-,,
1.d4 Nf6 2.c4 d6 3.Nf3 Bg4,A,A53,Tartakower-Indian,FALSE,-,,
1.d4 Nf6 2.c4 d6 3.Nc3 e5 4.Nf3,A,A54,"Two Knights Variation, Old Indian; A54",TRUE,"Two Knights Variation, Old Indian",,
1.d4 Nf6 2.c4 d6 3.Nc3 e5 4.Nf3 Nbd7 5.e4,A,A55,"Normal Variation, Old Indian; A55",TRUE,"Normal Variation, Old Indian",,
1.d4 c5 2.d5 Nf6 3.c4 Ne4,A,A56,"Vulture Defense, Benoni",FALSE,-,,
1.d4 Nf6 2.c4 c5,A,A56,Hromadka Defense; Loose Gambit: A56,TRUE,Hromadka Defense; Loose Gambit,,
1.d4 Nf6 2.c4 c5 3.d5 d6,A,A56,"Hromadka System, Benoni",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 d6 4.Nc3 g6 5.e4 b5,A,A56,Lundin; Bronstein Counter-Gambit,FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 e5,A,A56,Petrosian System; Czech Benoni Defense,FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 e5 4.Nc3 d6 5.e4 Be7,A,A56,"Czech Variation, Benoni",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 e5 4.Nc3 d6 5.e4 g6,A,A56,"King's Indian System, Benoni",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 Ne4,A,A56,Vulture Variation; Der Geier,FALSE,-,,
1.d4 Nf6 2.c4 c5 3.dxc5 e6,A,A56,"Weenink Variation, Benoni",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 b5,A,A57,Benko Gambit; Volga; Opocensky; Vaitonis; A57,TRUE,Benko Gambit; Volga; Opocensky; Vaitonis,,
1.d4 Nf6 2.c4 c5 3.d5 b5 4.a4,A,A57,"Sosonko Variation, Benko Gambit",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 b5 4.Bg5,A,A57,"Bishop Attack, Benko Gambit",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5,A,A57,Benko Gambit Accepted,FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.b6,A,A57,"Pawn Return Variation, Benko Gambit",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.bxa6 Bxa6 6.Nc3 d6 7.f4,A,A57,"Central Storming Variation, Benko Gambit",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.e3,A,A57,"Modern Variation, Benko Gambit",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.f3,A,A57,"Dlugy Variation, Benko Gambit",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.Nc3,A,A57,"Zaitsev System, Benko Gambit",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.Nc3 axb5 6.e4 b4 7.Nb5,A,A57,"Nescafe Frappe Attack, Benko Gambit",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.Nc3 axb5 6.e4 b4 7.Nb5 d6 8.Nf3 g6 9.Bc4,A,A57,"Zaitsev Variation, Benko Gambit",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 b5 4.e4,A,A57,Benko Gambit Declined; Hjoerring Countergambit,FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 b5 4.f3,A,A57,"Pseudo-Saemisch, Benko Gambit",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 b5 4.g4,A,A57,"Mutkin Countergambit, Benko Gambit",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 b5 4.Nd2,A,A57,"Quiet Line, Benko Gambit",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 b5 4.Nf3,A,A57,"Main Line, Benko Gambit Declined",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.bxa6,A,A58,"Fully Accepted Variation, Benko Gambit; A58",TRUE,"Fully Accepted Variation, Benko Gambit",,
1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.bxa6 Bxa6 6.Nc3 g6 7.Nf3 d6 8.g3 Bg7 9.Bg2,A,A58,"Fianchetto Variation, Benko Gambit",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.bxa6 Bxa6 6.Nc3 d6 7.e4,A,A59,A59,TRUE,A59,,
1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.bxa6 Bxa6 6.Nc3 d6 7.e4 Bxf1 8.Kxf1 g6 9.g3 Bg7 10.Kg2 O-O,A,A59,"King Walk Variation, Benko Gambit",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 e6,A,A60,"Tal Variation, Modern Variation, Benoni; A60",TRUE,"Tal Variation, Modern Variation, Benoni",,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6,A,A60,Modern Benoni,FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3,A,A61,A61,TRUE,A61,,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 Bd6,A,A61,"Snake Variation, Benoni",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.Bd3,A,A61,"Penrose Variation, Benoni",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.Bg5,A,A61,"Uhlmann Variation, Benoni",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.Nd2,A,A61,"Nimzovich Variation, Knight's Tour Variation, Benoni",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.g3,A,A62,A62,TRUE,A62,,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.g3 Bg7 8.Bg2,A,A62,"Fianchetto Variation, Benoni",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.g3 Bg7 8.Bg2 O-O 9.O-O Nbd7,A,A62,"Hastings Defense, Benoni",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.g3 Bg7 8.Bg2 O-O 9.O-O a6,A,A63,A63,TRUE,A63,,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.g3 Bg7 8.Bg2 O-O 9.O-O a6 10.a4 Nbd7 11.Nd2,A,A64,A64,TRUE,A64,,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4,A,A65,"King Pawn lines, Benoni; A65",TRUE,"King Pawn lines, Benoni",,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.f4,A,A66,"Pawn Storm Variation, Benoni; A66",TRUE,"Pawn Storm Variation, Benoni",,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.f4 Bg7 8.e5,A,A66,"Mikenas V, Benoni",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.f4 Bg7 8.Bb5,A,A67,"Taimanov Variation, Benoni; A67",TRUE,"Taimanov Variation, Benoni",,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.f4 Bg7 8.Nf3,A,A68,A68,TRUE,A68,,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.f4 Bg7 8.Nf3 O-O,A,A68,"Four Pawns Attack, Benoni",FALSE,-,,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.f4 Bg7 8.Nf3 O-O 9.Be2 Re8,A,A69,A69,TRUE,A69,,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.Nf3,A,A70,"Classical Variation, Benoni; A70",TRUE,"Classical Variation, Benoni",,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.Nf3 Bg7 8.Bg5,A,A71,A71,TRUE,A71,,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.Nf3 Bg7 8.Be2,A,A72,A72,TRUE,A72,,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.Nf3 Bg7 8.Be2 O-O 9.O-O,A,A73,A73,TRUE,A73,,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.Nf3 Bg7 8.Be2 O-O 9.O-O a6,A,A74,A74,TRUE,A74,,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.Nf3 Bg7 8.Be2 O-O 9.O-O a6 10.a4 Bg4,A,A75,"Argentine Attack, Benoni; A75",TRUE,"Argentine Attack, Benoni",,
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.Nf3 Bg7 8.Be2 O-O 9.O-O Re8,A,A76,"Czerniak Defesne, Benoni; A76",TRUE,"Czerniak Defesne, Benoni",,
